2025-09-25 01:39:23 | logger_config        | INFO     | _setup_logging :100  | ================================================================================
2025-09-25 01:39:23 | logger_config        | INFO     | _setup_logging :101  | AMANUENSIS LOGGING SYSTEM INITIALIZED
2025-09-25 01:39:23 | logger_config        | INFO     | _setup_logging :102  | Main log file: logs\amanuensis_20250925_013923.log
2025-09-25 01:39:23 | logger_config        | INFO     | _setup_logging :103  | Error log file: logs\amanuensis_errors_20250925_013923.log
2025-09-25 01:39:23 | logger_config        | INFO     | _setup_logging :104  | Audio log file: logs\amanuensis_audio_20250925_013923.log
2025-09-25 01:39:23 | logger_config        | INFO     | _setup_logging :105  | ================================================================================
2025-09-25 01:39:23 | transcription_config | INFO     | get_device_config:99   | CUDA detected: NVIDIA GeForce RTX 5060 Ti (15.9GB VRAM) - Using GPU acceleration
2025-09-25 01:39:23 | transcription_config | DEBUG    | ensure_directories:84   | Ensured directory exists: data\transcripts
2025-09-25 01:39:23 | transcription_config | DEBUG    | ensure_directories:84   | Ensured directory exists: data\recordings
2025-09-25 01:39:23 | transcription_config | DEBUG    | ensure_directories:84   | Ensured directory exists: whisper_models
2025-09-25 01:39:23 | transcription_config | INFO     | get_device_config:99   | CUDA detected: NVIDIA GeForce RTX 5060 Ti (15.9GB VRAM) - Using GPU acceleration
2025-09-25 01:39:23 | transcription_config | INFO     | log_config     :186  | Transcription Configuration:
2025-09-25 01:39:23 | transcription_config | INFO     | log_config     :187  |   Model: medium
2025-09-25 01:39:23 | transcription_config | INFO     | log_config     :188  |   Device: cuda
2025-09-25 01:39:23 | transcription_config | INFO     | log_config     :189  |   Compute Type: float16
2025-09-25 01:39:23 | transcription_config | INFO     | log_config     :190  |   Chunk Duration: 5.0s
2025-09-25 01:39:23 | transcription_config | INFO     | log_config     :191  |   VAD Enabled: True
2025-09-25 01:39:23 | transcription_config | INFO     | log_config     :192  |   Audio Capture Mode: auto
2025-09-25 01:39:23 | transcription_config | INFO     | log_config     :193  |   Recordings Dir: data\recordings
2025-09-25 01:39:23 | transcription_config | INFO     | log_config     :194  |   Transcripts Dir: data\transcripts
2025-09-25 01:39:23 | whisper_model_manager | INFO     | __init__       :367  | WhisperModelManager initialized with models dir: G:\Projects\Amanuensis\whisper_models
2025-09-25 01:39:23 | transcription_config | INFO     | get_device_config:99   | CUDA detected: NVIDIA GeForce RTX 5060 Ti (15.9GB VRAM) - Using GPU acceleration
2025-09-25 01:39:23 | whisper_model_manager | DEBUG    | is_model_installed:383  | Checking if model 'tiny' is installed (using cpu)
2025-09-25 01:39:23 | faster_whisper       | WARNING  | download_model :124  | An error occured while synchronizing the model Systran/faster-whisper-tiny from the Hugging Face Hub:
